,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
603,APPLE,M1,M1,10th,16,DDR4,256,0,Mac,0,Casual,1 year,No,No,132990,4.0,640,70
604,APPLE,M1,M1,10th,16,DDR4,256,0,Mac,0,Casual,1 year,No,No,104990,4.0,45,4
606,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,0,Casual,1 year,No,No,149990,4.0,640,70
607,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,0,Casual,1 year,No,No,125990,4.0,399,45
608,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,0,Casual,1 year,No,No,103990,4.0,809,91
609,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,0,Casual,1 year,No,No,101990,4.0,809,91
611,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,0,Casual,1 year,No,No,131990,4.0,399,45
612,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,0,Casual,1 year,No,No,128990,4.0,45,4
613,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,0,Casual,1 year,No,No,184990,4.0,42,8
615,APPLE,M1,M1,10th,4,DDR4,512,0,Mac,0,Casual,1 year,No,No,124990,4.0,45,4
617,APPLE,M1,M1,10th,8,DDR4,1024,0,Mac,0,Casual,1 year,No,No,149990,4.0,640,70
618,APPLE,M1,M1,10th,16,DDR4,1024,0,Mac,0,Casual,1 year,No,No,169990,4.0,640,70
623,ASUS,Intel,Pentium Quad,Not Available,4,LPDDR4X,0,512,Windows,0,Casual,No warranty,No,No,45990,3.0,0,0
624,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,128,0,Windows,0,Casual,No warranty,Yes,No,58100,3.0,0,0
625,ASUS,Intel,Pentium Quad,Not Available,8,LPDDR4X,256,0,Windows,0,Casual,1 year,Yes,No,62990,3.0,0,0
626,HP,Intel,Pentium Quad,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,Yes,32990,4.0,77,9
627,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,0,ThinNlight,1 year,No,Yes,33990,4.0,6,0
628,acer,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,0,Casual,1 year,No,No,30990,4.0,465,89
629,DELL,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,36000,4.0,102,16
630,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,0,ThinNlight,1 year,No,Yes,32990,4.0,7,1
631,DELL,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,0,Casual,1 year,No,No,35990,3.0,0,0
632,ASUS,Intel,Pentium Quad,Not Available,4,LPDDR4,0,1024,Windows,0,Casual,No warranty,No,No,27990,3.0,0,0
635,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,30780,3.0,0,0
638,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,39490,4.0,34,4
639,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,36990,4.0,137,15
640,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,39990,4.0,7,0
641,ASUS,AMD,Ryzen 3,Not Available,4,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,33690,4.0,170,26
642,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,40590,3.0,0,0
643,ASUS,AMD,Ryzen 3,Not Available,4,DDR4,256,0,Windows,0,Casual,1 year,No,No,37990,4.0,39,3
645,acer,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,36990,4.0,11,2
646,HP,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,43490,4.0,163,33
647,HP,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,41490,4.0,153,21
648,acer,AMD,Ryzen 3,Not Available,4,DDR4,512,0,Windows,0,Casual,No warranty,No,No,34990,3.0,0,0
649,HP,AMD,Ryzen 3,Not Available,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,44490,4.0,267,42
650,DELL,AMD,Ryzen 3,Not Available,4,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,40590,3.0,0,0
651,DELL,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,42090,3.0,3,0
652,DELL,AMD,Ryzen 3,Not Available,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,35990,4.0,59,12
654,DELL,AMD,Ryzen 3,Not Available,8,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,37390,4.0,38,5
655,DELL,AMD,Ryzen 3,Not Available,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,52632,3.0,0,0
656,DELL,AMD,Ryzen 3,Not Available,4,DDR4,0,1024,Windows,0,Casual,1 year,No,Yes,39990,4.0,409,39
657,DELL,AMD,Ryzen 3,Not Available,4,DDR4,0,1024,Windows,0,Casual,1 year,No,No,43990,3.0,0,0
658,HP,AMD,Ryzen 3,Not Available,4,DDR4,0,1024,Windows,0,Casual,1 year,No,No,32917,4.0,353,58
659,Lenovo,AMD,Ryzen 3,Not Available,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,34990,3.0,38,6
660,DELL,AMD,Ryzen 3,Not Available,8,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,39990,3.0,18,4
662,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,0,Casual,1 year,No,Yes,41990,4.0,939,107
663,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,44490,4.0,14,1
664,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,0,Casual,1 year,No,Yes,41990,4.0,649,84
665,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,Yes,44490,4.0,8,2
666,MSI,AMD,Ryzen 5,Not Available,4,DDR4,256,0,Windows,0,Casual,1 year,No,No,49990,3.0,0,0
667,DELL,AMD,Ryzen 5,Not Available,4,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,44390,4.0,276,24
669,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Gaming,1 year,No,Yes,56990,4.0,162,15
670,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,48990,4.0,219,27
671,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,49970,4.0,193,28
672,MSI,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,No warranty,No,No,47990,4.0,562,89
673,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,48990,4.0,45,5
674,acer,AMD,Ryzen 5,Not Available,8,LPDDR4X,512,0,Windows,0,ThinNlight,1 year,No,No,53990,4.0,7,0
675,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,52990,4.0,39,5
676,acer,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,43990,3.0,0,0
677,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,59490,4.0,92,10
678,MSI,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Casual,No warranty,No,No,64990,4.0,469,80
679,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,47490,2.0,2,1
680,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Casual,1 year,No,No,59990,4.0,1978,188
681,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Casual,No warranty,No,No,69990,4.0,9,0
682,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Casual,1 year,No,No,58990,4.0,1049,134
683,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,59490,4.0,74,18
684,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,67500,4.0,196,19
685,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,No warranty,No,No,48990,4.0,17,1
686,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,62450,4.0,172,36
687,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,58990,4.0,324,34
688,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,57999,4.0,86,15
689,ASUS,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,0,Casual,No warranty,No,No,56990,4.0,4,1
690,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,4,Casual,1 year,No,Yes,72990,4.0,16,4
691,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,65990,4.0,104,18
692,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,98020,3.0,0,0
693,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,63990,4.0,90,13
694,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,49890,4.0,6,1
695,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,49990,4.0,47,7
696,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,59490,3.0,0,0
697,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,73999,4.0,206,27
698,DELL,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,60990,4.0,183,42
699,DELL,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,6,Casual,No warranty,No,No,76190,4.0,358,64
700,Lenovo,AMD,Ryzen 5,Not Available,4,LPDDR4X,512,0,Windows,0,ThinNlight,3 years,Yes,Yes,74798,3.0,0,0
701,ASUS,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,Casual,1 year,No,No,58990,4.0,88,13
702,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,4,Casual,No warranty,No,No,68100,3.0,0,0
703,Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,ThinNlight,1 year,Yes,Yes,77990,3.0,0,0
704,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,55090,4.0,364,52
705,ASUS,AMD,Ryzen 5,Not Available,4,LPDDR4X,512,0,Windows,0,Casual,No warranty,Yes,No,91990,3.0,0,0
706,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,84208,3.0,0,0
707,acer,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,Casual,1 year,No,No,44990,4.0,313,39
708,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,53490,4.0,826,118
